#strain_name,accession,strain_taxon_id,seq_name
YJM1332,CP004461,1294348,I
YJM1332,CP004643,1294348,II
YJM1332,CP006290,1294348,III
YJM1332,CP004711,1294348,IV
YJM1332,CP004806,1294348,V
YJM1332,CP004941,1294348,VI
YJM1332,CP005245,1294348,VII
YJM1332,CP006078,1294348,VIII
YJM1332,CP005034,1294348,IX
YJM1332,CP005147,1294348,X
YJM1332,CP005342,1294348,XI
YJM1332,CP006394,1294348,XII
YJM1332,CP005443,1294348,XIII
YJM1332,CP005545,1294348,XIV
YJM1332,CP005639,1294348,XV
YJM1332,CP006170,1294348,XVI
YJM1338,CP004463,1294350,I
YJM1338,CP004645,1294350,II
YJM1338,CP006292,1294350,III
YJM1338,CP004713,1294350,IV
YJM1338,CP004808,1294350,V
YJM1338,CP004943,1294350,VI
YJM1338,CP005247,1294350,VII
YJM1338,CP006080,1294350,VIII
YJM1338,CP005036,1294350,IX
YJM1338,CP005149,1294350,X
YJM1338,CP005344,1294350,XI
YJM1338,CP006396,1294350,XII
YJM1338,CP005445,1294350,XIII
YJM1338,CP005547,1294350,XIV
YJM1338,CP005641,1294350,XV
YJM1338,CP006172,1294350,XVI
YJM1341,CP004464,1294351,I
YJM1341,CP004646,1294351,II
YJM1341,CP006293,1294351,III
YJM1341,CP004714,1294351,IV
YJM1341,CP004809,1294351,V
YJM1341,CP004944,1294351,VI
YJM1341,CP005248,1294351,VII
YJM1341,CP006081,1294351,VIII
YJM1341,CP005037,1294351,IX
YJM1341,CP005150,1294351,X
YJM1341,CP005345,1294351,XI
YJM1341,CP006397,1294351,XII
YJM1341,CP005446,1294351,XIII
YJM1341,CP005548,1294351,XIV
YJM1341,CP005642,1294351,XV
YJM1341,CP006173,1294351,XVI
YJM1355,CP004466,1294353,I
YJM1355,CP004648,1294353,II
YJM1355,CP006295,1294353,III
YJM1355,CP004716,1294353,IV
YJM1355,CP004811,1294353,V
YJM1355,CP004946,1294353,VI
YJM1355,CP005250,1294353,VII
YJM1355,CP006083,1294353,VIII
YJM1355,CP005039,1294353,IX
YJM1355,CP005152,1294353,X
YJM1355,CP005347,1294353,XI
YJM1355,CP006399,1294353,XII
YJM1355,CP005448,1294353,XIII
YJM1355,CP005550,1294353,XIV
YJM1355,CP005644,1294353,XV
YJM1355,CP006175,1294353,XVI
YJM1356,CP004467,1294354,I
YJM1356,CP004649,1294354,II
YJM1356,CP006296,1294354,III
YJM1356,CP004717,1294354,IV
YJM1356,CP004812,1294354,V
YJM1356,CP004947,1294354,VI
YJM1356,CP005251,1294354,VII
YJM1356,CP006084,1294354,VIII
YJM1356,CP005040,1294354,IX
YJM1356,CP005153,1294354,X
YJM1356,CP005348,1294354,XI
YJM1356,CP006400,1294354,XII
YJM1356,CP005449,1294354,XIII
YJM1356,CP005551,1294354,XIV
YJM1356,CP005645,1294354,XV
YJM1356,CP006176,1294354,XVI
YJM1383,CP004469,1294356,I
YJM1383,CP004651,1294356,II
YJM1383,CP006298,1294356,III
YJM1383,CP004719,1294356,IV
YJM1383,CP004814,1294356,V
YJM1383,CP004949,1294356,VI
YJM1383,CP005253,1294356,VII
YJM1383,CP006086,1294356,VIII
YJM1383,CP005042,1294356,IX
YJM1383,CP005155,1294356,X
YJM1383,CP005350,1294356,XI
YJM1383,CP006402,1294356,XII
YJM1383,CP005451,1294356,XIII
YJM1383,CP005553,1294356,XIV
YJM1383,CP005647,1294356,XV
YJM1383,CP006178,1294356,XVI
YJM1386,CP004471,1294358,I
YJM1386,CP004653,1294358,II
YJM1386,CP006300,1294358,III
YJM1386,CP004721,1294358,IV
YJM1386,CP004816,1294358,V
YJM1386,CP004951,1294358,VI
YJM1386,CP005255,1294358,VII
YJM1386,CP006088,1294358,VIII
YJM1386,CP005044,1294358,IX
YJM1386,CP005157,1294358,X
YJM1386,CP005352,1294358,XI
YJM1386,CP006404,1294358,XII
YJM1386,CP005453,1294358,XIII
YJM1386,CP005555,1294358,XIV
YJM1386,CP005649,1294358,XV
YJM1386,CP006180,1294358,XVI
YJM1400,CP004476,1294363,I
YJM1400,CP004658,1294363,II
YJM1400,CP006305,1294363,III
YJM1400,CP004726,1294363,IV
YJM1400,CP004821,1294363,V
YJM1400,CP004956,1294363,VI
YJM1400,CP005260,1294363,VII
YJM1400,CP006093,1294363,VIII
YJM1400,CP005049,1294363,IX
YJM1400,CP005162,1294363,X
YJM1400,CP005357,1294363,XI
YJM1400,CP006409,1294363,XII
YJM1400,CP005458,1294363,XIII
YJM1400,CP005560,1294363,XIV
YJM1400,CP005654,1294363,XV
YJM1400,CP006185,1294363,XVI
YJM1401,CP004477,1294364,I
YJM1401,CP004659,1294364,II
YJM1401,CP006306,1294364,III
YJM1401,CP004727,1294364,IV
YJM1401,CP004822,1294364,V
YJM1401,CP004957,1294364,VI
YJM1401,CP005261,1294364,VII
YJM1401,CP006094,1294364,VIII
YJM1401,CP005050,1294364,IX
YJM1401,CP005163,1294364,X
YJM1401,CP005358,1294364,XI
YJM1401,CP006410,1294364,XII
YJM1401,CP005459,1294364,XIII
YJM1401,CP005561,1294364,XIV
YJM1401,CP005655,1294364,XV
YJM1401,CP006186,1294364,XVI
YJM1415,CP004479,1294366,I
YJM1415,CP004569,1294366,II
YJM1415,CP006308,1294366,III
YJM1415,CP004729,1294366,IV
YJM1415,CP004824,1294366,V
YJM1415,CP004959,1294366,VI
YJM1415,CP005263,1294366,VII
YJM1415,CP006096,1294366,VIII
YJM1415,CP005052,1294366,IX
YJM1415,CP005165,1294366,X
YJM1415,CP005360,1294366,XI
YJM1415,CP006412,1294366,XII
YJM1415,CP005461,1294366,XIII
YJM1415,CP005563,1294366,XIV
YJM1415,CP005657,1294366,XV
YJM1415,CP006188,1294366,XVI
YJM1433,CP004483,1294370,I
YJM1433,CP004573,1294370,II
YJM1433,CP006312,1294370,III
YJM1433,CP004733,1294370,IV
YJM1433,CP004828,1294370,V
YJM1433,CP004963,1294370,VI
YJM1433,CP005267,1294370,VII
YJM1433,CP006100,1294370,VIII
YJM1433,CP005056,1294370,IX
YJM1433,CP005169,1294370,X
YJM1433,CP005364,1294370,XI
YJM1433,CP006416,1294370,XII
YJM1433,CP005465,1294370,XIII
YJM1433,CP005567,1294370,XIV
YJM1433,CP005661,1294370,XV
YJM1433,CP006192,1294370,XVI
YJM1450,CP004489,1294376,I
YJM1450,CP004579,1294376,II
YJM1450,CP006318,1294376,III
YJM1450,CP004739,1294376,IV
YJM1450,CP004834,1294376,V
YJM1450,CP004969,1294376,VI
YJM1450,CP005273,1294376,VII
YJM1450,CP006106,1294376,VIII
YJM1450,CP005062,1294376,IX
YJM1450,CP005175,1294376,X
YJM1450,CP005370,1294376,XI
YJM1450,CP006422,1294376,XII
YJM1450,CP005471,1294376,XIII
YJM1450,CP005573,1294376,XIV
YJM1450,CP005667,1294376,XV
YJM1450,CP006198,1294376,XVI
YJM1463,CP004491,1294378,I
YJM1463,CP004581,1294378,II
YJM1463,CP006320,1294378,III
YJM1463,CP004741,1294378,IV
YJM1463,CP004836,1294378,V
YJM1463,CP004971,1294378,VI
YJM1463,CP005275,1294378,VII
YJM1463,CP006108,1294378,VIII
YJM1463,CP005064,1294378,IX
YJM1463,CP005177,1294378,X
YJM1463,CP005372,1294378,XI
YJM1463,CP006424,1294378,XII
YJM1463,CP005473,1294378,XIII
YJM1463,CP005575,1294378,XIV
YJM1463,CP005669,1294378,XV
YJM1463,CP006200,1294378,XVI
YJM1478,CP004493,1294380,I
YJM1478,CP004583,1294380,II
YJM1478,CP006322,1294380,III
YJM1478,CP004743,1294380,IV
YJM1478,CP004838,1294380,V
YJM1478,CP004973,1294380,VI
YJM1478,CP005277,1294380,VII
YJM1478,CP006110,1294380,VIII
YJM1478,CP005066,1294380,IX
YJM1478,CP005179,1294380,X
YJM1478,CP005374,1294380,XI
YJM1478,CP006426,1294380,XII
YJM1478,CP005475,1294380,XIII
YJM1478,CP005577,1294380,XIV
YJM1478,CP005671,1294380,XV
YJM1478,CP006202,1294380,XVI
YJM1479,CP004494,1294381,I
YJM1479,CP004584,1294381,II
YJM1479,CP006323,1294381,III
YJM1479,CP004744,1294381,IV
YJM1479,CP004839,1294381,V
YJM1479,CP004974,1294381,VI
YJM1479,CP005278,1294381,VII
YJM1479,CP006111,1294381,VIII
YJM1479,CP005067,1294381,IX
YJM1479,CP005180,1294381,X
YJM1479,CP005375,1294381,XI
YJM1479,CP006427,1294381,XII
YJM1479,CP005476,1294381,XIII
YJM1479,CP005578,1294381,XIV
YJM1479,CP005672,1294381,XV
YJM1479,CP006203,1294381,XVI
YJM1526,CP004495,1294382,I
YJM1526,CP004585,1294382,II
YJM1526,CP006324,1294382,III
YJM1526,CP004745,1294382,IV
YJM1526,CP004840,1294382,V
YJM1526,CP004975,1294382,VI
YJM1526,CP005279,1294382,VII
YJM1526,CP006112,1294382,VIII
YJM1526,CP005068,1294382,IX
YJM1526,CP005181,1294382,X
YJM1526,CP005376,1294382,XI
YJM1526,CP006428,1294382,XII
YJM1526,CP005477,1294382,XIII
YJM1526,CP005579,1294382,XIV
YJM1526,CP005673,1294382,XV
YJM1526,CP006204,1294382,XVI
YJM1527,CP004496,1294383,I
YJM1527,CP004586,1294383,II
YJM1527,CP006325,1294383,III
YJM1527,CP004746,1294383,IV
YJM1527,CP004841,1294383,V
YJM1527,CP004976,1294383,VI
YJM1527,CP005280,1294383,VII
YJM1527,CP006113,1294383,VIII
YJM1527,CP005069,1294383,IX
YJM1527,CP005182,1294383,X
YJM1527,CP005377,1294383,XI
YJM1527,CP006429,1294383,XII
YJM1527,CP005478,1294383,XIII
YJM1527,CP005580,1294383,XIV
YJM1527,CP005674,1294383,XV
YJM1527,CP006205,1294383,XVI
YJM1574,CP004499,1294386,I
YJM1574,CP004589,1294386,II
YJM1574,CP006328,1294386,III
YJM1574,CP004749,1294386,IV
YJM1574,CP004844,1294386,V
YJM1574,CP004979,1294386,VI
YJM1574,CP005283,1294386,VII
YJM1574,CP006116,1294386,VIII
YJM1574,CP005072,1294386,IX
YJM1574,CP005185,1294386,X
YJM1574,CP005380,1294386,XI
YJM1574,CP006432,1294386,XII
YJM1574,CP005481,1294386,XIII
YJM1574,CP005583,1294386,XIV
YJM1574,CP005677,1294386,XV
YJM1574,CP006208,1294386,XVI
YJM1615,CP004501,1294388,I
YJM1615,CP004591,1294388,II
YJM1615,CP006330,1294388,III
YJM1615,CP004751,1294388,IV
YJM1615,CP004799,1294388,V
YJM1615,CP004981,1294388,VI
YJM1615,CP005285,1294388,VII
YJM1615,CP006118,1294388,VIII
YJM1615,CP005027,1294388,IX
YJM1615,CP005187,1294388,X
YJM1615,CP005382,1294388,XI
YJM1615,CP006434,1294388,XII
YJM1615,CP005483,1294388,XIII
YJM1615,CP005585,1294388,XIV
YJM1615,CP005679,1294388,XV
YJM1615,CP006210,1294388,XVI
YJM1304,CP004457,1294344,I
YJM1304,CP004639,1294344,II
YJM1304,CP006286,1294344,III
YJM1304,CP004707,1294344,IV
YJM1304,CP004802,1294344,V
YJM1304,CP004937,1294344,VI
YJM1304,CP005241,1294344,VII
YJM1304,CP006074,1294344,VIII
YJM1304,CP005030,1294344,IX
YJM1304,CP005143,1294344,X
YJM1304,CP005338,1294344,XI
YJM1304,CP006390,1294344,XII
YJM1304,CP005439,1294344,XIII
YJM1304,CP005541,1294344,XIV
YJM1304,CP005635,1294344,XV
YJM1304,CP006166,1294344,XVI
YJM1434,CP004484,1294371,I
YJM1434,CP004574,1294371,II
YJM1434,CP006313,1294371,III
YJM1434,CP004734,1294371,IV
YJM1434,CP004829,1294371,V
YJM1434,CP004964,1294371,VI
YJM1434,CP005268,1294371,VII
YJM1434,CP006101,1294371,VIII
YJM1434,CP005057,1294371,IX
YJM1434,CP005170,1294371,X
YJM1434,CP005365,1294371,XI
YJM1434,CP006417,1294371,XII
YJM1434,CP005466,1294371,XIII
YJM1434,CP005568,1294371,XIV
YJM1434,CP005662,1294371,XV
YJM1434,CP006193,1294371,XVI
YJM1078,CP004099,1296266,I
YJM1078,CP004100,1296266,II
YJM1078,CP004101,1296266,III
YJM1078,CP004102,1296266,IV
YJM1078,CP004103,1296266,V
YJM1078,CP004104,1296266,VI
YJM1078,CP004105,1296266,VII
YJM1078,CP004106,1296266,VIII
YJM1078,CP004107,1296266,IX
YJM1078,CP004108,1296266,X
YJM1078,CP004109,1296266,XI
YJM1078,CP004110,1296266,XII
YJM1078,CP004111,1296266,XIII
YJM1078,CP004112,1296266,XIV
YJM1078,CP004113,1296266,XV
YJM1078,CP004114,1296266,XVI
YJM450,CP004420,1294310,I
YJM450,CP004624,1294310,II
YJM450,CP006341,1294310,III
YJM450,CP004670,1294310,IV
YJM450,CP004764,1294310,V
YJM450,CP004900,1294310,VI
YJM450,CP005204,1294310,VII
YJM450,CP006129,1294310,VIII
YJM450,CP004992,1294310,IX
YJM450,CP005124,1294310,X
YJM450,CP005301,1294310,XI
YJM450,CP006445,1294310,XII
YJM450,CP005402,1294310,XIII
YJM450,CP005504,1294310,XIV
YJM450,CP005598,1294310,XV
YJM450,CP006221,1294310,XVI
YJM990,CP004441,1294330,I
YJM990,CP004600,1294330,II
YJM990,CP006362,1294330,III
YJM990,CP004691,1294330,IV
YJM990,CP004785,1294330,V
YJM990,CP004921,1294330,VI
YJM990,CP005225,1294330,VII
YJM990,CP006150,1294330,VIII
YJM990,CP005013,1294330,IX
YJM990,CP005108,1294330,X
YJM990,CP005322,1294330,XI
YJM990,CP006466,1294330,XII
YJM990,CP005423,1294330,XIII
YJM990,CP005525,1294330,XIV
YJM990,CP005619,1294330,XV
YJM990,CP006242,1294330,XVI
YJM1242,CP004451,1294338,I
YJM1242,CP004610,1294338,II
YJM1242,CP006280,1294338,III
YJM1242,CP004701,1294338,IV
YJM1242,CP004795,1294338,V
YJM1242,CP004931,1294338,VI
YJM1242,CP005235,1294338,VII
YJM1242,CP006068,1294338,VIII
YJM1242,CP005023,1294338,IX
YJM1242,CP005137,1294338,X
YJM1242,CP005332,1294338,XI
YJM1242,CP006384,1294338,XII
YJM1242,CP005433,1294338,XIII
YJM1242,CP005535,1294338,XIV
YJM1242,CP005629,1294338,XV
YJM1242,CP006160,1294338,XVI
YJM1244,CP004452,1294339,I
YJM1244,CP004611,1294339,II
YJM1244,CP006281,1294339,III
YJM1244,CP004702,1294339,IV
YJM1244,CP004796,1294339,V
YJM1244,CP004932,1294339,VI
YJM1244,CP005236,1294339,VII
YJM1244,CP006069,1294339,VIII
YJM1244,CP005024,1294339,IX
YJM1244,CP005138,1294339,X
YJM1244,CP005333,1294339,XI
YJM1244,CP006385,1294339,XII
YJM1244,CP005434,1294339,XIII
YJM1244,CP005536,1294339,XIV
YJM1244,CP005630,1294339,XV
YJM1244,CP006161,1294339,XVI
YJM1307,CP004458,1294345,I
YJM1307,CP004640,1294345,II
YJM1307,CP006287,1294345,III
YJM1307,CP004708,1294345,IV
YJM1307,CP004803,1294345,V
YJM1307,CP004938,1294345,VI
YJM1307,CP005242,1294345,VII
YJM1307,CP006075,1294345,VIII
YJM1307,CP005031,1294345,IX
YJM1307,CP005144,1294345,X
YJM1307,CP005339,1294345,XI
YJM1307,CP006391,1294345,XII
YJM1307,CP005440,1294345,XIII
YJM1307,CP005542,1294345,XIV
YJM1307,CP005636,1294345,XV
YJM1307,CP006167,1294345,XVI
YJM1336,CP004462,1294349,I
YJM1336,CP004644,1294349,II
YJM1336,CP006291,1294349,III
YJM1336,CP004712,1294349,IV
YJM1336,CP004807,1294349,V
YJM1336,CP004942,1294349,VI
YJM1336,CP005246,1294349,VII
YJM1336,CP006079,1294349,VIII
YJM1336,CP005035,1294349,IX
YJM1336,CP005148,1294349,X
YJM1336,CP005343,1294349,XI
YJM1336,CP006395,1294349,XII
YJM1336,CP005444,1294349,XIII
YJM1336,CP005546,1294349,XIV
YJM1336,CP005640,1294349,XV
YJM1336,CP006171,1294349,XVI
YJM1381,CP004468,1294355,I
YJM1381,CP004650,1294355,II
YJM1381,CP006297,1294355,III
YJM1381,CP004718,1294355,IV
YJM1381,CP004813,1294355,V
YJM1381,CP004948,1294355,VI
YJM1381,CP005252,1294355,VII
YJM1381,CP006085,1294355,VIII
YJM1381,CP005041,1294355,IX
YJM1381,CP005154,1294355,X
YJM1381,CP005349,1294355,XI
YJM1381,CP006401,1294355,XII
YJM1381,CP005450,1294355,XIII
YJM1381,CP005552,1294355,XIV
YJM1381,CP005646,1294355,XV
YJM1381,CP006177,1294355,XVI
YJM1387,CP004472,1294359,I
YJM1387,CP004654,1294359,II
YJM1387,CP006301,1294359,III
YJM1387,CP004722,1294359,IV
YJM1387,CP004817,1294359,V
YJM1387,CP004952,1294359,VI
YJM1387,CP005256,1294359,VII
YJM1387,CP006089,1294359,VIII
YJM1387,CP005045,1294359,IX
YJM1387,CP005158,1294359,X
YJM1387,CP005353,1294359,XI
YJM1387,CP006405,1294359,XII
YJM1387,CP005454,1294359,XIII
YJM1387,CP005556,1294359,XIV
YJM1387,CP005650,1294359,XV
YJM1387,CP006181,1294359,XVI
YJM1419,CP004482,1294369,I
YJM1419,CP004572,1294369,II
YJM1419,CP006311,1294369,III
YJM1419,CP004732,1294369,IV
YJM1419,CP004827,1294369,V
YJM1419,CP004962,1294369,VI
YJM1419,CP005266,1294369,VII
YJM1419,CP006099,1294369,VIII
YJM1419,CP005055,1294369,IX
YJM1419,CP005168,1294369,X
YJM1419,CP005363,1294369,XI
YJM1419,CP006415,1294369,XII
YJM1419,CP005464,1294369,XIII
YJM1419,CP005566,1294369,XIV
YJM1419,CP005660,1294369,XV
YJM1419,CP006191,1294369,XVI
YJM1477,CP004492,1294379,I
YJM1477,CP004582,1294379,II
YJM1477,CP006321,1294379,III
YJM1477,CP004742,1294379,IV
YJM1477,CP004837,1294379,V
YJM1477,CP004972,1294379,VI
YJM1477,CP005276,1294379,VII
YJM1477,CP006109,1294379,VIII
YJM1477,CP005065,1294379,IX
YJM1477,CP005178,1294379,X
YJM1477,CP005373,1294379,XI
YJM1477,CP006425,1294379,XII
YJM1477,CP005474,1294379,XIII
YJM1477,CP005576,1294379,XIV
YJM1477,CP005670,1294379,XV
YJM1477,CP006201,1294379,XVI
YJM189,CP004410,1294303,I
YJM189,CP004614,1294303,II
YJM189,CP006331,1294303,III
YJM189,CP004660,1294303,IV
YJM189,CP004754,1294303,V
YJM189,CP004890,1294303,VI
YJM189,CP005194,1294303,VII
YJM189,CP006119,1294303,VIII
YJM189,CP004982,1294303,IX
YJM189,CP005114,1294303,X
YJM189,CP005291,1294303,XI
YJM189,CP006435,1294303,XII
YJM189,CP005392,1294303,XIII
YJM189,CP005494,1294303,XIV
YJM189,CP005588,1294303,XV
YJM189,CP006211,1294303,XVI
YJM271,CP004416,1294309,I
YJM271,CP004620,1294309,II
YJM271,CP006337,1294309,III
YJM271,CP004666,1294309,IV
YJM271,CP004760,1294309,V
YJM271,CP004896,1294309,VI
YJM271,CP005200,1294309,VII
YJM271,CP006125,1294309,VIII
YJM271,CP004988,1294309,IX
YJM271,CP005120,1294309,X
YJM271,CP005297,1294309,XI
YJM271,CP006441,1294309,XII
YJM271,CP005398,1294309,XIII
YJM271,CP005500,1294309,XIV
YJM271,CP005594,1294309,XV
YJM271,CP006217,1294309,XVI
YJM554,CP004426,1294315,I
YJM554,CP004630,1294315,II
YJM554,CP006347,1294315,III
YJM554,CP004676,1294315,IV
YJM554,CP004770,1294315,V
YJM554,CP004906,1294315,VI
YJM554,CP005210,1294315,VII
YJM554,CP006135,1294315,VIII
YJM554,CP004998,1294315,IX
YJM554,CP005130,1294315,X
YJM554,CP005307,1294315,XI
YJM554,CP006451,1294315,XII
YJM554,CP005408,1294315,XIII
YJM554,CP005510,1294315,XIV
YJM554,CP005604,1294315,XV
YJM554,CP006227,1294315,XVI
YJM682,CP004430,1294319,I
YJM682,CP004634,1294319,II
YJM682,CP006351,1294319,III
YJM682,CP004680,1294319,IV
YJM682,CP004774,1294319,V
YJM682,CP004910,1294319,VI
YJM682,CP005214,1294319,VII
YJM682,CP006139,1294319,VIII
YJM682,CP005002,1294319,IX
YJM682,CP005097,1294319,X
YJM682,CP005311,1294319,XI
YJM682,CP006455,1294319,XII
YJM682,CP005412,1294319,XIII
YJM682,CP005514,1294319,XIV
YJM682,CP005608,1294319,XV
YJM682,CP006231,1294319,XVI
YJM975,CP004436,1294325,I
YJM975,CP004595,1294325,II
YJM975,CP006357,1294325,III
YJM975,CP004686,1294325,IV
YJM975,CP004780,1294325,V
YJM975,CP004916,1294325,VI
YJM975,CP005220,1294325,VII
YJM975,CP006145,1294325,VIII
YJM975,CP005008,1294325,IX
YJM975,CP005103,1294325,X
YJM975,CP005317,1294325,XI
YJM975,CP006461,1294325,XII
YJM975,CP005418,1294325,XIII
YJM975,CP005520,1294325,XIV
YJM975,CP005614,1294325,XV
YJM975,CP006237,1294325,XVI
YJM987,CP004440,1294329,I
YJM987,CP004599,1294329,II
YJM987,CP006361,1294329,III
YJM987,CP004690,1294329,IV
YJM987,CP004784,1294329,V
YJM987,CP004920,1294329,VI
YJM987,CP005224,1294329,VII
YJM987,CP006149,1294329,VIII
YJM987,CP005012,1294329,IX
YJM987,CP005107,1294329,X
YJM987,CP005321,1294329,XI
YJM987,CP006465,1294329,XII
YJM987,CP005422,1294329,XIII
YJM987,CP005524,1294329,XIV
YJM987,CP005618,1294329,XV
YJM987,CP006241,1294329,XVI
YJM1133,CP004446,1294333,I
YJM1133,CP004605,1294333,II
YJM1133,CP006275,1294333,III
YJM1133,CP004696,1294333,IV
YJM1133,CP004790,1294333,V
YJM1133,CP004926,1294333,VI
YJM1133,CP005230,1294333,VII
YJM1133,CP006063,1294333,VIII
YJM1133,CP005018,1294333,IX
YJM1133,CP005113,1294333,X
YJM1133,CP005327,1294333,XI
YJM1133,CP006379,1294333,XII
YJM1133,CP005428,1294333,XIII
YJM1133,CP005530,1294333,XIV
YJM1133,CP005624,1294333,XV
YJM1133,CP006155,1294333,XVI
YJM1208,CP004450,1294337,I
YJM1208,CP004609,1294337,II
YJM1208,CP006279,1294337,III
YJM1208,CP004700,1294337,IV
YJM1208,CP004794,1294337,V
YJM1208,CP004930,1294337,VI
YJM1208,CP005234,1294337,VII
YJM1208,CP006067,1294337,VIII
YJM1208,CP005022,1294337,IX
YJM1208,CP005136,1294337,X
YJM1208,CP005331,1294337,XI
YJM1208,CP006383,1294337,XII
YJM1208,CP005432,1294337,XIII
YJM1208,CP005534,1294337,XIV
YJM1208,CP005628,1294337,XV
YJM1208,CP006159,1294337,XVI
YJM1252,CP004455,1294342,I
YJM1252,CP004637,1294342,II
YJM1252,CP006284,1294342,III
YJM1252,CP004705,1294342,IV
YJM1252,CP004800,1294342,V
YJM1252,CP004935,1294342,VI
YJM1252,CP005239,1294342,VII
YJM1252,CP006072,1294342,VIII
YJM1252,CP005028,1294342,IX
YJM1252,CP005141,1294342,X
YJM1252,CP005336,1294342,XI
YJM1252,CP006388,1294342,XII
YJM1252,CP005437,1294342,XIII
YJM1252,CP005539,1294342,XIV
YJM1252,CP005633,1294342,XV
YJM1252,CP006164,1294342,XVI
YJM1326,CP004460,1294347,I
YJM1326,CP004642,1294347,II
YJM1326,CP006289,1294347,III
YJM1326,CP004710,1294347,IV
YJM1326,CP004805,1294347,V
YJM1326,CP004940,1294347,VI
YJM1326,CP005244,1294347,VII
YJM1326,CP006077,1294347,VIII
YJM1326,CP005033,1294347,IX
YJM1326,CP005146,1294347,X
YJM1326,CP005341,1294347,XI
YJM1326,CP006393,1294347,XII
YJM1326,CP005442,1294347,XIII
YJM1326,CP005544,1294347,XIV
YJM1326,CP005638,1294347,XV
YJM1326,CP006169,1294347,XVI
YJM1342,CP004465,1294352,I
YJM1342,CP004647,1294352,II
YJM1342,CP006294,1294352,III
YJM1342,CP004715,1294352,IV
YJM1342,CP004810,1294352,V
YJM1342,CP004945,1294352,VI
YJM1342,CP005249,1294352,VII
YJM1342,CP006082,1294352,VIII
YJM1342,CP005038,1294352,IX
YJM1342,CP005151,1294352,X
YJM1342,CP005346,1294352,XI
YJM1342,CP006398,1294352,XII
YJM1342,CP005447,1294352,XIII
YJM1342,CP005549,1294352,XIV
YJM1342,CP005643,1294352,XV
YJM1342,CP006174,1294352,XVI
YJM1417,CP004480,1294367,I
YJM1417,CP004570,1294367,II
YJM1417,CP006309,1294367,III
YJM1417,CP004730,1294367,IV
YJM1417,CP004825,1294367,V
YJM1417,CP004960,1294367,VI
YJM1417,CP005264,1294367,VII
YJM1417,CP006097,1294367,VIII
YJM1417,CP005053,1294367,IX
YJM1417,CP005166,1294367,X
YJM1417,CP005361,1294367,XI
YJM1417,CP006413,1294367,XII
YJM1417,CP005462,1294367,XIII
YJM1417,CP005564,1294367,XIV
YJM1417,CP005658,1294367,XV
YJM1417,CP006189,1294367,XVI
